id,user_id,fechaHoraSalida,fechaHoraLlegada,origenID,origenPersonalizado,destinoID,destinoPersonalizado,finalidadID,clase,matriculaAvion,potencia,aterrizajes,horasDia,horasNoche,tipoVueloID,cargoID,autoridadCertificanteID,observaciones,Discriminaciones,folio_number,is_capota,created_at,multi_engine,jet,turboprop,ifr_instrument,instruccion,airfield_day_pilot,airfield_day_copilot,airfield_night_pilot,airfield_night_copilot,cross_country_day_pilot,cross_country_day_copilot,cross_country_night_pilot,cross_country_night_copilot,ifr_real_pilot,ifr_real_copilot,ifr_hood,sim_instructor,sim_student,ag_application,Marca_Modelo
322c4f96-6bc3-404d-a326-8450e8af2ea9,735104b2-ad27-4188-bc3a-55f284c6edf0,2026-04-30 12:00:00+00,2026-04-30 13:00:00+00,EZE,,AER,,79,MULT-T,LV-KCE,26000,1,1,0,2,1,15,Matias Miret,[],1,false,2026-04-30 22:02:20.143968+00,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,B738
